"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ATXN1",2547.87592100816,-1.11268642212363,0.181325818438834,-6.13639266434069,8.44163534864489e-10,7.7043737009847e-08
"AUNIP",1645.87072325344,-2.44288754502925,0.449451479487005,-5.43526421988311,5.47152929129934e-08,4.58914311230696e-06
"BAI1",2105.15925815627,1.12556580696267,0.359087385588897,3.13451781414366,0.00172136801824834,0.035563336685833
"BAIAP2L1",3003.98333960211,0.724355021265036,0.217856955599306,3.3249111522393,0.000884467157605859,0.0207526646854536
"BAZ1A",792.703070207811,-1.5944357689519,0.525046930551575,-3.03674905265498,0.0023914445849845,0.0471534134923522
"BBC3",1316.95405671837,1.69957738828368,0.369425703671645,4.60059322183577,4.21289425700041e-06,0.000171864677148558
"BCKDHA",1968.70696186065,1.595241562788,0.350159300120004,4.55575951357367,5.21966277835066e-06,0.000209336624865349
"BCL10",2333.42896333791,-1.68787308971189,0.468590446258545,-3.60202198569923,0.000315751652452374,0.00857181841041603
"BCL3",2322.58095335496,-0.945605350978985,0.226277523098881,-4.17896279766932,2.92841579188654e-05,0.00102371586578578
"BCMO1",73.7561234237991,6.74104864095959,1.43101755601155,4.71066802265365,2.46906143944785e-06,0.00010611771134973
"BCORP1",379.693595765532,9.12288249157671,1.39729976559809,6.52893725182285,6.62379915984018e-11,9.38258345783127e-09
"BCS1L",2334.88572664232,1.89184671032737,0.520651920279053,3.63361131812094,0.000279481785137946,0.00775579205719846
"BHMT2",287.811310563787,-8.89477727707529,1.38917785409395,-6.40290748291309,1.52445577524925e-10,1.76632561422952e-08
"BICC1",73.796285077393,6.91341319343275,1.4161163656719,4.8819527554521,1.05040425563129e-06,5.80124971920107e-05
"BID",1019.10047540091,-1.37647735247132,0.475932685386694,-2.89216814632711,0.00382593125544086,0.0687994262078396
"BLVRB",3015.41552003641,0.710569523637889,0.205509122838594,3.45760574432487,0.0005449983114799,0.0137183337574974
"BMP6",1758.08620310623,2.01126192594314,0.630262052251337,3.1911518689072,0.00141706771708519,0.0305103909431426
"BNC1",235.819583894426,8.29324654879608,1.37250475244662,6.04241736432064,1.51822113325888e-09,1.34887646772305e-07
"BRD9",979.085878277726,-1.18226657184458,0.413400944012125,-2.85985455275087,0.00423835346350548,0.0743713576523624
"BRDT",123.022284225339,7.52164068664101,1.49962178164014,5.0156918089137,5.28429762314755e-07,3.79490229946041e-05
"BRMS1",2689.51519975375,1.56458866656216,0.36690823156968,4.26425065436295,2.00574186236228e-05,0.000727178477131925
"BRSK1",1830.06850377539,-1.72259854193739,0.565791392224947,-3.04458244789366,0.00233003555201598,0.0462264246586188
"BRWD3",1923.82037420849,-1.72601770713027,0.480644881858985,-3.59104563946374,0.000329353950085077,0.00887676029977501
"C10orf118",1313.61388632137,-2.97627114354687,0.74972269021012,-3.96982935478814,7.19241244664715e-05,0.00233628680600773
"C10orf85",360.343496194607,9.34100677310883,1.30030210003061,7.1837204391879,6.78395123856943e-13,1.81535304691147e-10
"C11orf35",2292.27224928462,1.91225263864858,0.27687271269823,6.90661286196444,4.96362068296147e-12,1.05256854444913e-09
"C11orf68",2126.09531573486,1.10624650869215,0.352251927698084,3.14049809726042,0.00168660803112676,0.0350708374872038
"C12orf5",1981.01611831168,-1.82454235117534,0.338258948954126,-5.39392189568585,6.89361925362332e-08,5.76040050494219e-06
"C12orf50",324.413846145684,-9.03304745338496,1.39614896994841,-6.46997394104637,9.8019820020271e-11,1.29605265553862e-08
"C12orf61",1119.47378040421,-4.09859025468298,1.25337334723478,-3.27004739946431,0.00107529464726141,0.0245136643824969
"C14orf183",981.89104514562,-4.11439317969135,1.33084681044457,-3.09156031137569,0.00199107530162356,0.040429440496743
"C17orf70",1256.6427365155,-1.62138196566919,0.564680415269558,-2.87132672185063,0.00408752809821366,0.0722891082546394
"C19orf47",2815.46058576841,-0.535654993250575,0.188942654953799,-2.83501358325654,0.00458237372911382,0.0790262872010216
"C19orf83",2141.33511812783,-1.53818531494614,0.328372395978457,-4.68427107084559,2.80957985256669e-06,0.000119157992313196
"C1GALT1",1697.64858396276,-1.67893751740086,0.476996891780575,-3.51980808749838,0.000431859153867784,0.0112875930937675
"C1QTNF3-AMACR",414.178577804098,9.53415999522859,1.43650057696846,6.63707355784649,3.19971995251758e-11,5.32765222908816e-09
"C1QTNF9",78.5583709649536,-7.14894213187661,1.45828101435061,-4.90230762214243,9.47173564269817e-07,5.52072749382468e-05
"C1orf109",2126.61153972707,2.40275424032184,0.61190821824002,3.92665790178907,8.61343535890008e-05,0.00272310548519488
"C1orf229",73.4995975374084,7.2124345434872,1.51180817159515,4.77073393238584,1.8355587012119e-06,8.42034458894715e-05
"C20orf24",2283.02689550503,-0.669063611730332,0.239313425804048,-2.79576296015322,0.00517773609018847,0.0875076329588394
"C2CD4D",363.35944925369,-8.97301085322226,1.35969726475319,-6.59927109204783,4.13184176223551e-11,6.44969021746735e-09
"C3orf22",82.7807669829832,-7.09578892792872,1.44825286404015,-4.89955111024865,9.6055861197103e-07,5.56480321646516e-05
"C3orf43",82.858503574499,7.21302850698682,1.44767467590382,4.98249270160338,6.27703589546437e-07,4.27429266858643e-05
"C3orf80",2263.71757422414,1.23781735423305,0.401516238198775,3.08285751975056,0.0020502329125652,0.041480769944771
"C6orf222",76.5732977465978,-7.11135942254206,1.43336089559699,-4.96131814701154,7.00164026478812e-07,4.57508342650894e-05
"C7orf26",3061.81565150191,-0.648489359165092,0.219790692064757,-2.95048599680476,0.00317274426233422,0.0596794523253127
"C7orf43",2539.59582556535,-1.00054511960588,0.353494857595533,-2.83043755264666,0.00464843845301679,0.0800058189486304
"C7orf49",2201.41329057271,1.45311516858438,0.40896154186443,3.55318292756751,0.00038059970468006,0.0101004960587938
"C7orf61",2091.26199930678,1.40535871566398,0.368014391106513,3.81876021597545,0.000134124055003856,0.0040796217975327
"C9orf37",903.247728798018,-1.76117887164337,0.400253888679108,-4.40015430569706,1.08173928971098e-05,0.000410039388771051
"C9orf53",222.307929955216,8.50426744531562,1.38524291097963,6.13918856967946,8.29440613326546e-10,7.60986371687923e-08
"CA5B",1255.06982276367,-1.87764933433283,0.683410565951855,-2.74746898552504,0.00600571886726838,0.0984657539740763
"CACNG8",2321.17888424604,1.06935300091995,0.203810994427658,5.24678761282192,1.5477414825789e-07,1.2559614817837e-05
"CADM3",76.3465306362053,7.08591163717396,1.44385600026337,4.90763042566673,9.21833517863203e-07,5.46158437872288e-05
"CALML5",81.3543201838105,7.21204334780611,1.51089650639675,4.77335364617773,1.81183227303354e-06,8.3793503205367e-05
"CAMK1D",2251.17452285809,1.38198792760039,0.347103544326915,3.98148607292463,6.8485734603931e-05,0.00223104687308284
"CAMK2N1",2484.35476945527,-1.53654201521552,0.34584215516733,-4.44289972248202,8.87545371900423e-06,0.000341029826830388
"CAPN14",285.046736260517,8.8324083345796,1.41398106233876,6.24648276404112,4.19798319681697e-10,4.19387850213564e-08
"CBFA2T2",1719.50833627499,-2.59029275680818,0.671397701234465,-3.8580602108788,0.000114290496032964,0.00352887605745736
"CCDC11",1636.08224476104,-1.55072140186422,0.475190470304882,-3.26336805716932,0.00110096435827596,0.0249974513589161
"CCDC137",1598.56964051628,-1.19522807865876,0.373958990399579,-3.19614746360729,0.0013927591009532,0.0301313176816421
"CCDC177",545.499257915804,-9.81221526574072,1.28165861524395,-7.65587274882327,1.92003775693176e-14,8.63172174006243e-12
"CCDC181",120.390197923199,-7.76806405234072,1.5123525663904,-5.13641079796699,2.80035176112019e-07,2.17807290264566e-05
"CCDC39",630.763039172436,-9.87581119009094,1.18391062167116,-8.34168644939655,7.32384371410818e-17,4.70358168587782e-14
"CCDC51",2333.12769058472,2.07522408215023,0.523686661266749,3.9627209085877,7.4100387963992e-05,0.00239658779950304
"CCDC60",292.577568244844,8.76136326485159,1.40772057140032,6.22379429756879,4.8527324175569e-10,4.73787010799315e-08
"CCDC85B",2728.59363012888,0.81830437441731,0.255768875452292,3.1993899686592,0.00137718745361675,0.029909584137582
"CCL20",79.8031274950837,6.87708516835963,1.41827288254455,4.8489153624804,1.24138369589325e-06,6.3617715015222e-05
"CCNI",2899.82281911458,0.872228141532836,0.205292558309076,4.24870803265875,2.15006924924641e-05,0.000773268105352973
"CCNT2",874.181590319051,-3.43597460991801,0.745463020721385,-4.60918182982841,4.04256669560361e-06,0.000165516965726371
"CCRN4L",2986.99116661203,0.668017153674915,0.228654182115604,2.9215173214596,0.00348330905739943,0.0642839252809725
"CCSAP",1758.49501268147,-2.24206412240581,0.495897083541979,-4.52122869203367,6.14817224004637e-06,0.000243307421851694
"CCT8L2",239.987400500005,8.75383302643784,1.41136596032663,6.20238355784911,5.5614331477219e-10,5.29702941925817e-08
"CD5",498.072681905296,-9.41729017132221,1.3146716182531,-7.16322619319619,7.88001669997281e-13,2.0596164579301e-10
"CD84",315.028588892702,-8.88107352565419,1.39174808759145,-6.38123637807449,1.75663913760689e-10,1.98420776558431e-08
"CDA",2537.95189272168,-0.802255307557355,0.195770228064604,-4.09794336702009,4.16837228301991e-05,0.00140474770881142
"CDCP1",1882.56005940545,-1.59712509642959,0.475029190168002,-3.36216200916987,0.000773347360657598,0.0184732220753044
"CDH5",437.393459416462,8.98653455153852,1.39233626136851,6.45428464436152,1.0873127501306e-10,1.38082576256699e-08
"CDH6",73.9970902092588,6.88665313939362,1.38231606033881,4.98196710360559,6.29411368138673e-07,4.27429266858643e-05
"CDKL5",3155.58412753341,0.537941553485356,0.190103100186583,2.82973582733461,0.00465864526653033,0.0800588901384318
"CDKN1A",1931.54319402055,-2.97806960705522,0.289688532471501,-10.2802467935047,8.65058074618688e-25,3.24079590021314e-21
"CDKN1C",1994.79866323945,-1.14745897606955,0.372959556611364,-3.07663111382674,0.00209354208173935,0.0422429433692433
"CDKN2AIP",1351.12201924263,-1.25214145169329,0.407932795244523,-3.06947974345315,0.0021443194670416,0.0430741849688661
"CDR2",1323.63523989406,-2.10080146682235,0.543320781628488,-3.86659509052029,0.000110365442532675,0.00341707220006815
"CDRT15P2",82.2939782030798,7.37627544734786,1.47896672084835,4.98745194423088,6.11808310522936e-07,4.21653674430276e-05
"CELF1",2976.24683672396,0.671099834928717,0.199390214646895,3.36576113385095,0.000763327778050185,0.0182921980757058
"CELSR3-AS1",646.369988014481,-10.0603857415068,1.06591669005738,-9.43824769360283,3.79065403243701e-21,9.46736903790212e-18
"CEMP1",367.847821156683,9.3715170062738,1.31674946878323,7.11716027114389,1.10173349836637e-12,2.75164061958659e-10
"CEP250",1947.93932191683,1.06292096302875,0.332729845062811,3.19454650311906,0.00140050719971471,0.0302698084953723
"CFDP1",1939.97695149203,-1.64466856499718,0.585438116840974,-2.80929532547662,0.00496500780959313,0.0843563458382724
"CFLAR",1771.06525971115,-2.38142653445666,0.685444347867235,-3.47428137946792,0.00051222358073082,0.0130246172484925
"CGB7",2065.21844743675,1.19416227186543,0.413728621618447,2.88634193881496,0.00389748459965288,0.0699183230893835
"CHAC2",2794.18751920276,0.821526428515704,0.257576244688459,3.18944951429565,0.00142544034782985,0.030631977187877
"CHAF1B",2426.31645353639,1.58622100716028,0.372040193882274,4.26357429450813,2.01182566314876e-05,0.000728209617653105
"CHD1",1012.10615129599,-1.3316816918657,0.477685495658001,-2.78777920613089,0.00530707003894503,0.0893302514752137
"CHD3",3081.35109065611,0.646926916986629,0.200591881863347,3.22509022288024,0.00125932974646155,0.027806693556938
"CHGB",189.76308773152,6.06864285927278,1.4393663755296,4.21619051441289,2.48463876562841e-05,0.00088509841796823
"CHPF2",3028.06485638168,-0.745092806953934,0.21335197380513,-3.49231738364174,0.000478848900924578,0.0123435385263563
"CHRNA9",82.4072804687187,7.07356966580069,1.45997534776686,4.8449925381413,1.2661643734408e-06,6.44976501064891e-05
"CHST15",2716.9483365513,0.676481037658792,0.234423429250339,2.88572281286946,0.00390515927540478,0.0700001357197358
"CHUK",2601.02378816107,1.56523403244122,0.420042509904374,3.72637053520502,0.000194256776928734,0.00559808183564627
"CIAPIN1",2521.1978799129,1.80738487552964,0.406582360245785,4.44531059939995,8.77649735818577e-06,0.000337804978796746
"CIB4",643.697487556024,9.62735870696349,1.04035348429868,9.25393037295726,2.16386025316376e-20,4.8639250770615e-17
"CLCN6",1977.9857188788,-2.47609006092206,0.327308247209853,-7.56500968744157,3.87835701539947e-14,1.55674480343124e-11
"CLCN7",976.182580310991,-1.61564906112263,0.509827769292077,-3.16900953309397,0.0015295937803869,0.032344505169837
"CLEC2L",595.396993486079,-9.92481666004574,1.32258937223071,-7.50408015399842,6.18614449368507e-14,2.24277670853311e-11
"CLIC1",1240.187540874,-2.17323898503838,0.650965204720893,-3.33848717147666,0.000842359198234354,0.0199101472743552
"CLK3",2075.41899491651,2.09685185329887,0.408004804730788,5.13928225595879,2.75789868102926e-07,2.16000162202703e-05
"CLK4",2289.96843489166,1.10307459329121,0.347617898245643,3.17323877412011,0.00150748490725273,0.0319973991928488
"CLMN",1806.7370453071,1.69559564878969,0.50298061046581,3.37109545280364,0.00074869911495803,0.0179799772500284
"CLSTN2",665.644671847347,9.95492301615006,1.31332329657428,7.57994854893451,3.45692023644008e-14,1.47137633993472e-11
"CLVS1",73.862690698318,6.7875532039813,1.40722687948704,4.82335386206912,1.41164204015312e-06,6.89801951707864e-05
"CNDP2",1494.40549127671,-1.2002193710411,0.348741804365104,-3.44157011295544,0.000578348568249391,0.0143806627401657
"CNFN",2114.07328372852,0.865012830130932,0.286156396817992,3.02286735418016,0.00250391970515618,0.0488993111490013
"CNGA3",73.8123268779828,6.76415332323282,1.41916336567412,4.76629645806829,1.87643105241566e-06,8.55545987752519e-05
"CNTD1",73.7516229088275,6.88918880388646,1.42791015188669,4.82466546987135,1.40238448596125e-06,6.86771208615182e-05
"COG5",1333.67315011582,-1.81561027805198,0.629256364381134,-2.88532684105247,0.00391007493021293,0.0700217799145915
"COG8",2121.27001757116,1.79401019178182,0.508056141977927,3.5311258806901,0.000413794769207082,0.0108659799325196
"COL4A4",2846.06220617245,0.527687297342276,0.185004340448724,2.85229684915707,0.00434045462914794,0.0755729970209043
"COL6A6",274.256172575966,-8.43131523869585,1.33543215748702,-6.31354815849401,2.72709408282926e-10,2.93299621023139e-08
"COL7A1",2245.29199868818,1.03763470239178,0.250980225481109,4.13432851294445,3.55993953214644e-05,0.00121611429792686
"COPA",2207.15678785033,-2.08973004485263,0.658884158214171,-3.17161980418014,0.00151591325896452,0.0321459417311362
"CPEB3",1961.245962877,1.45386952696423,0.456665035240857,3.1836672720026,0.00145422064508279,0.0310983916307873
"CPLX4",82.7256880733825,-7.21146051019956,1.45777301774882,-4.94690217365658,7.54038467445963e-07,4.77444413274658e-05
"CRABP2",1913.57108812437,-1.99245179782629,0.467731773657969,-4.25981707901521,2.04594271338647e-05,0.000739368172210629
"CREBRF",2731.94353359184,1.29676592702107,0.44962452839343,2.88410850638996,0.00392523479174092,0.0701449197441221
"CRHR1-IT1",2058.43649838358,1.21638768066173,0.373954334043238,3.25277064584331,0.00114285702215313,0.0258442053762155
"CRLF3",1152.61751894063,-2.87809095331808,0.684312950052236,-4.20581103002418,2.60147540011559e-05,0.000923790901165848
"CSAG3",1268.02449839258,-1.91629878361546,0.629615407913126,-3.04360210936875,0.00233764094823043,0.0463364137868816
"CSF3",78.1042015323513,6.83114811415756,1.41902398619209,4.81397649414562,1.47956218565264e-06,7.09117245396589e-05
"CSNK1A1P1",1265.83654608102,-2.31360966532792,0.691821396750608,-3.34422970465301,0.000825113888278085,0.0195230631375945
"CSNK1G3",1518.81715148608,-2.59606394000322,0.667094442369479,-3.89159881287897,9.95858157675363e-05,0.00311333792325825
"CSRNP1",2458.60805788824,-0.977503263234745,0.224200718659127,-4.35994705583854,1.3009391614507e-05,0.000488188822555741
"CSRP2BP",2225.81698032788,-1.06511353489531,0.316746190396264,-3.36267196635517,0.000771920307582862,0.0184587496530293
"CSTF2",2513.28874795722,1.66301591874398,0.346169270884395,4.80405413945408,1.55484757429086e-06,7.3733889820485e-05
"CTIF",2043.51307960242,-2.12925506760997,0.427884470259811,-4.97623825028538,6.48318428150674e-07,4.35011988894652e-05
"CTNS",1990.71249042217,-1.43841449152602,0.424738961906324,-3.38658475094936,0.000707684142610385,0.0171971071974013
"CTPS1",2823.54518504416,1.10711437854973,0.304480625739828,3.6360749583316,0.00027682380972089,0.00769152731137969
"CUL7",2229.87996382582,0.953629712308145,0.278244887659787,3.42730362569737,0.000609607039134759,0.0150249419141131
"CWC25",1844.1677570029,-3.00722241006747,0.652518048217133,-4.60864250158914,4.05306541051049e-06,0.000165645098722645
"CXCL13",379.701835957087,9.39958441311998,1.40271518271682,6.7009928522443,2.0700816846808e-11,3.63525750845742e-09
"CYP17A1",82.4112745675714,7.06544274833876,1.46012918617321,4.8389161830648,1.30549083998839e-06,6.59434226994585e-05
"CYP2G1P",70.432420319009,-6.84308737292809,1.40632997539352,-4.8659187336267,1.13926326543313e-06,6.14109344853859e-05
"CYP4F2",3212.49234246566,0.502314240274923,0.174639107301671,2.87629871702922,0.00402368727590512,0.0715541476169267
"CYR61",1829.42824715892,-1.81744986879304,0.298218565770154,-6.09435520588547,1.09879435386079e-09,9.87947979443318e-08
"CYTH2",2450.22576604896,0.865161130451689,0.256262717586706,3.37607100478423,0.000735289405259202,0.0177422213480301
"DCLK3",496.328287044045,9.68810802164236,1.30850097762625,7.40397461469045,1.32167700365861e-13,4.24409366974833e-11
"DCLRE1B",2803.32797544041,-0.819520683607038,0.281548854166376,-2.91075836921275,0.00360552730075861,0.0658902785906115
"DCTN6",1318.30313885473,-1.78943606778588,0.614612536896348,-2.91148644123357,0.0035971351909464,0.0658902785906115
"DCTPP1",2007.72100208169,-1.46591649089031,0.409894275749571,-3.57632828174922,0.000348454025487574,0.00930231542150795
"DDI1",286.993534435751,-8.87496660196277,1.40335637451948,-6.32410039467103,2.54712090008802e-10,2.76590258899413e-08
"DDIT4",2877.23393422755,0.710420390393421,0.214625508986826,3.31004638613125,0.000932805112749896,0.0216706219188108
"DDR1",2335.9733881472,-1.69437241083284,0.527892138722617,-3.20969434197836,0.00132876187681695,0.0290571730198817
"DDX11-AS1",1783.9033064957,-1.05820882921438,0.293911346110805,-3.60043544836625,0.000317684694415609,0.00860351392900488
"DDX19A",2683.97490263995,1.47354690594733,0.343379082651567,4.29131237281149,1.77620246097885e-05,0.000650252099639783
"DDX50",1406.34832890741,-2.56237678006817,0.686848103830843,-3.73063092957046,0.000191000851457899,0.00551131853539235
"DDX51",986.904284792795,-2.02788646150428,0.441371768332567,-4.59450877242403,4.33769880797775e-06,0.000175997822754014
"DEAF1",1906.9469196445,-1.67293478851262,0.588811469176435,-2.8412061858315,0.00449432443771958,0.0778900730231771
"DENND1A",1166.06948222595,1.19939897343213,0.271405889545636,4.41920761351221,9.90634467066502e-06,0.000376776337575648
"DFFB",2187.1222065703,-0.933942221760917,0.316099250761132,-2.95458536998138,0.00313089517755865,0.059189454836975
"DFNB31",1942.14785320931,-1.92909062645206,0.525145116937691,-3.67344294792511,0.000239304126456037,0.00671545337637802
"DGKD",2070.91752135303,0.864361983255982,0.314252712208753,2.75053149798052,0.00594986711122639,0.0977639714372419
"DHDH",2322.81639727649,1.44193430601452,0.398509763789597,3.61831612932782,0.000296526057074165,0.00813068778693004
"DHRS11",2826.41521216932,-0.679871601032592,0.204628449670822,-3.322468611409,0.0008922470929681,0.0208698544804755
"DHX29",2286.92122017728,1.74966883422636,0.588016670431216,2.97554290925674,0.00292470430886717,0.0559978734707975
"DHX33",1635.31420329208,-0.950197489748953,0.316294101083479,-3.00415811263635,0.00266316884447894,0.0515217646347118
"DHX35",2880.1603302929,-0.632164264492524,0.180708130451762,-3.49826132843134,0.000468302025828308,0.0120855257595508
"DIS3L",2143.52435104574,1.97050921253392,0.402605120565681,4.89439679695394,9.86077058638634e-07,5.61140256305803e-05
"DIS3L2",2330.92940389427,2.20651467389034,0.640125548752222,3.44700297963647,0.000566842330421331,0.0141414893487355
"DKFZp451B082",79.5700007524101,7.15391601409592,1.45352257792596,4.92177839046978,8.57612959582539e-07,5.17298837720672e-05
"DNAJB9",2845.13518612192,1.03050640102157,0.322384809193241,3.19651041747402,0.00139100803435463,0.0301224263932787
"DNAJC11",1811.08139746679,-0.952532670072333,0.321091748472429,-2.96654359572907,0.00301167660512639,0.0573213096782651
"DNAJC14",1117.66252233332,-1.32084532666437,0.335987473421072,-3.93123384397442,8.45110208124368e-05,0.00267932119297878
"DNHD1",2016.85404357182,-2.62223034043512,0.529737447391581,-4.95005658623331,7.41919071416334e-07,4.72432206438991e-05
"DOT1L",2585.84173458572,1.00160459077973,0.301038910496351,3.32715989812842,0.000877360140879516,0.0206505772216647
"DPH2",2544.90023299739,1.31116410950961,0.27563079421185,4.75695799251606,1.96532046040729e-06,8.76517327560221e-05
"DPH5",2228.16249604132,2.04923795898582,0.703083097877084,2.91464545965245,0.00356092821609779,0.0653942356547763
"DPY19L3",2683.71012717424,-0.710861214294694,0.258845924514693,-2.74627161168359,0.00602768379070676,0.098753845661448
"DPYSL4",2150.33715505509,1.62222636707874,0.303771318826745,5.34028812642439,9.2798975095326e-08,7.61290278172532e-06
"DSC1",120.582330614593,-7.62370389908208,1.48126527517512,-5.146751244932,2.65036410294669e-07,2.08303791279845e-05
"DSCC1",2346.43716804091,1.69801583686994,0.492181241620576,3.44998080641793,0.000560626411626504,0.0140331408469271
"DSN1",2195.20083541227,1.86252005803711,0.669745044630694,2.78093891544076,0.00542019348106541,0.0907862213616902
"DSP",1573.902100245,-3.12370386930487,0.687873075305933,-4.54110501114699,5.59601481309848e-06,0.00022263224950235
"DTL",2425.26424820871,1.68162663819589,0.408221838476676,4.11939411294374,3.79869937704046e-05,0.00128789086873477
"DUS3L",970.2731458281,-1.78028324508373,0.455458890859256,-3.9087682353178,9.27679072859425e-05,0.00290828036258496
"DUSP5P1",2011.85530370824,-1.31359461731903,0.268711273411002,-4.88849835231826,1.01608048080948e-06,5.68145697702374e-05
"DVL1",2236.81552456324,-2.3072989426258,0.724115927671717,-3.18636678804257,0.00144071817720293,0.0308717475568804
"E2F1",2430.16090891846,1.53580082628586,0.408394616365621,3.760580489413,0.000169519517162825,0.00497449047883288
"EBNA1BP2",2057.04990702219,-1.02703306960493,0.297765708730606,-3.44913144627444,0.000562392864543556,0.0140460742324556
"EDA",2521.80717977009,0.663973118832959,0.195230069563514,3.40097773010807,0.000671452976762481,0.0164410893373279
"EDIL3",80.7132223977308,-6.91018714830597,1.41261285337667,-4.891777058228,9.9929599686214e-07,5.65429160535884e-05
"EFCAB6",1962.91204586676,1.9050992098221,0.690990896081343,2.75705399394702,0.00583247197565331,0.0961160594345565
"EFHC1",3078.83149291215,0.612918859509324,0.202369245314446,3.02871544812531,0.00245595888010141,0.0481719404074342
"EFNA3",2295.06891238816,-1.26766236977245,0.398207266655723,-3.18342349806596,0.00145544568002439,0.0310983916307873
"EFS",70.4348636643426,-6.83056827597511,1.40658470248786,-4.85613718384233,1.19697791002352e-06,6.213780476099e-05
"EGLN1",2835.62892596842,0.942142073028014,0.206904939334555,4.55350208679465,5.27601479940814e-06,0.000211021816122947
"EHBP1L1",2049.40022715632,-1.9766856413036,0.572605777008711,-3.45208819168713,0.000556265878361345,0.0139395143966626
"EHD2",2564.00012401766,1.3245265377188,0.335453443786409,3.94846606065001,7.86535642693728e-05,0.0025113278659758
"EIF2B2",2601.9933855615,1.63535831564676,0.556604170015563,2.93809928804708,0.0033023124636055,0.0617035574039272
"EIF4A2",1633.91502719133,-2.1676341476747,0.485401255204156,-4.46565418699425,7.98244584903867e-06,0.000310431518675936
"EIF5A",1133.08320754361,-1.38628534236895,0.458049189252658,-3.0264988453113,0.00247403765948334,0.0484420021862948
"ELAC2",2698.67016525396,-0.710982858714202,0.205726273553944,-3.45596528062214,0.000548325943885823,0.0137712520297939
"ELFN1-AS1",2854.93542987738,-0.738026956464705,0.25256104450618,-2.92217256983448,0.00347598888264652,0.0642015432244276
"ELL2",1793.1041451998,-1.60818548035637,0.426203921956134,-3.77327705708417,0.000161117195801472,0.00475899123157093
"ELMO1",511.817589473563,-9.59320957573661,1.28359345672687,-7.47371336731417,7.79628629650516e-14,2.69607574419759e-11
"ELMO3",2200.99559736881,0.787196390451267,0.238013625892954,3.30735850730372,0.00094180276176766,0.0218471026615206
"EMC8",1492.93588670505,-1.66530946589331,0.379556395125557,-4.38751523431038,1.14652965315433e-05,0.000433866894673452
"EMG1",1570.13947083107,-1.14377043770709,0.368922117129057,-3.10030324722162,0.00193322604985096,0.0394328994088475
"EML2",2562.61875850768,0.802483697634739,0.221796050616522,3.6181153605039,0.000296756125202368,0.00813068778693004
"ENO1",2052.18323219429,-1.51780969785045,0.429904492013306,-3.53057417646959,0.000414658728091214,0.0108759613652676
"ENO3",1882.39312238229,0.88622283652836,0.323057001537282,2.74323983789618,0.00608362337692603,0.0993805859495228
"EOMES",1683.53321305744,2.31461307056687,0.554902228783514,4.17120881932857,3.02988045254585e-05,0.00105590159398955
"EPAS1",2328.68640280613,0.803713347480421,0.281100427919989,2.85916799710169,0.00424753774699348,0.0744743786871447
"EPG5",1653.49544366799,-2.1410261474673,0.67327324459734,-3.18002559086953,0.00147262046792216,0.0313758889838429
"EPHA2",2610.71483684006,-0.765671117200919,0.220435837774857,-3.47344209058664,0.000513828231684415,0.0130506564879122
"EPHA7",70.3636893746703,-6.82905454997988,1.41790879423829,-4.81628619395686,1.46254716076379e-06,7.03964348600608e-05
"EPHB3",2961.45961525799,0.625545935898033,0.208288638160544,3.00326480321925,0.00267099914324154,0.0516240057968902
"EPM2A",2168.57019197551,1.63040361157128,0.552701588767989,2.94988045032685,0.00317896911365804,0.0597457151454033
"EPN2",1936.71500822974,0.806284940371845,0.285731118857185,2.82183104030347,0.0047750327075108,0.081622194068006
"ERI3-IT1",2262.95483123591,1.40371905454116,0.439609477586251,3.19310462151206,0.00140751940886614,0.0303921433933651
"ERICH3",364.561549029122,8.94425546821639,1.28965561145401,6.93538289507561,4.05122369977021e-12,8.92778493367007e-10
"ERN1",2736.44851959829,0.818757093873585,0.214619131018854,3.81493061679416,0.000136221202102431,0.00412665792568525
"ERO1L",2617.87897081701,1.67065148362718,0.361956719106631,4.61561119172099,3.91940123833867e-06,0.000161355862702155
"ERVK13-1",2131.95209741443,1.96597670529304,0.625749954348356,3.14179280658578,0.00167916816108386,0.0349808544252485
"ESPN",2271.68789484632,0.904471546953303,0.22558380750713,4.00947016963846,6.08551398760915e-05,0.00199112348491235
"ESPNP",2040.96520071415,1.24283390343054,0.334442084743477,3.71614088096545,0.000202288818213154,0.00577036555303969
"ESYT2",3493.32629345482,0.505705633954962,0.17010527897275,2.97289794302018,0.00295002522913188,0.0564099022570775
"ETS1",1187.70341264267,-2.72263371023868,0.424705276140097,-6.41064254012366,1.44907598039725e-10,1.72340369774441e-08
"EVI5L",1564.247471236,-2.94254312723386,0.617992574622463,-4.76145385570609,1.92203249731619e-06,8.69284637317373e-05
"EXOC5",1155.04027195323,-2.2385443339997,0.742830316389098,-3.01353389140238,0.0025822419728648,0.0502977773536005
"EXOSC4",2640.79764249281,1.26434028610374,0.299574240716534,4.22045728324183,2.43807254401608e-05,0.000869888803879261
"EZH1",978.906728722774,1.70952497511917,0.414097457792426,4.12831555217154,3.65430401091498e-05,0.00124268450162401
"EZR",1920.00300679287,-2.7164132724292,0.387325893086904,-7.01324987797736,2.32845046722949e-12,5.45196975024838e-10
"EZR-AS1",332.114964354137,8.71103591854882,1.38236529156401,6.30154415168593,2.94694807991913e-10,3.10992952771935e-08
"FAM118B",2010.13197194631,-1.18078852755131,0.354973031985065,-3.32641756177408,0.000879700372013832,0.0206840010064089
